customer_id,total_revenue,total_orders,total_units,average_order_value,first_purchase,last_purchase
12372,1298.04,3,794,432.68,2011-02-16T12:46:00Z,2011-09-29T12:12:00Z
12373,364.6,1,197,364.6,2011-02-01T13:10:00Z,2011-02-01T13:10:00Z
12374,742.9300000000001,1,342,742.9300000000001,2011-11-14T15:37:00Z,2011-11-14T15:37:00Z
12375,457.5,2,178,228.75,2011-09-02T14:23:00Z,2011-11-29T10:36:00Z
12377,1628.12,2,944,814.06,2010-12-20T09:37:00Z,2011-01-28T15:45:00Z
12378,4008.62,1,2529,4008.62,2011-08-02T10:34:00Z,2011-08-02T10:34:00Z
12379,852.24,2,407,426.12,2011-06-22T16:32:00Z,2011-09-19T10:09:00Z
12380,2724.81,4,1127,681.2025,2011-06-07T09:49:00Z,2011-11-18T11:27:00Z
12381,1845.31,5,808,369.062,2011-08-12T09:57:00Z,2011-12-05T12:44:00Z
12383,1850.56,5,1532,370.11199999999997,2010-12-22T14:28:00Z,2011-06-08T08:02:00Z
12384,585.27,2,126,292.635,2011-08-10T11:23:00Z,2011-11-11T08:39:00Z
12386,401.9,2,354,200.95,2010-12-08T09:53:00Z,2011-01-06T12:37:00Z
12388,2780.6600000000003,6,1462,463.4433333333334,2011-01-17T11:12:00Z,2011-11-24T12:30:00Z
12390,549.84,1,353,549.84,2011-09-21T09:33:00Z,2011-09-21T09:33:00Z
12391,439.66,1,293,439.66,2011-11-18T12:07:00Z,2011-11-18T12:07:00Z
12393,1582.6000000000001,4,816,395.65000000000003,2011-01-11T09:47:00Z,2011-09-28T15:41:00Z
12394,1272.48,2,819,636.24,2011-05-06T14:01:00Z,2011-10-07T08:08:00Z
12395,3018.63,12,2118,251.5525,2010-12-03T16:35:00Z,2011-11-20T15:21:00Z
12397,2409.9,2,1263,1204.95,2011-07-27T14:21:00Z,2011-11-04T09:52:00Z
12398,1635.66,1,1394,1635.66,2011-10-25T10:27:00Z,2011-10-25T10:27:00Z
12399,1108.65,4,1178,277.1625,2011-03-23T09:42:00Z,2011-08-12T13:15:00Z
12401,84.3,1,11,84.3,2011-02-09T13:50:00Z,2011-02-09T13:50:00Z
12402,225.6,1,94,225.6,2011-01-20T13:49:00Z,2011-01-20T13:49:00Z
12403,427.7,1,96,427.7,2011-10-21T10:51:00Z,2011-10-21T10:51:00Z
12405,1710.39,1,857,1710.39,2011-07-14T08:52:00Z,2011-07-14T08:52:00Z
12406,3415.3,2,1818,1707.65,2011-06-09T10:23:00Z,2011-11-17T19:22:00Z
12407,1708.12,5,1416,341.62399999999997,2011-03-20T13:21:00Z,2011-10-21T10:11:00Z
12408,2888.55,5,1409,577.71,2011-03-24T14:46:00Z,2011-11-07T12:27:00Z
12409,11072.67,3,5551,3690.89,2011-06-10T12:19:00Z,2011-09-22T10:38:00Z
12410,693.33,2,211,346.665,2011-02-04T10:38:00Z,2011-02-04T10:39:00Z
12412,1226.88,3,829,408.96000000000004,2011-06-23T13:51:00Z,2011-09-26T10:16:00Z
12413,758.1,3,286,252.70000000000002,2011-01-06T16:12:00Z,2011-10-04T09:00:00Z
12414,562.41,3,300,187.47,2011-02-02T14:51:00Z,2011-05-06T14:51:00Z
12415,124914.53,21,77670,5948.310952380953,2011-01-06T11:12:00Z,2011-11-15T14:22:00Z
12417,3649.1,9,1552,405.4555555555555,2010-12-17T11:51:00Z,2011-12-06T14:52:00Z
12418,668.58,1,407,668.58,2011-08-19T11:08:00Z,2011-08-19T11:08:00Z
12420,600.39,1,345,600.39,2011-10-07T08:55:00Z,2011-10-07T08:55:00Z
12421,807.04,4,484,201.76,2011-01-24T15:09:00Z,2011-11-24T09:07:00Z
12422,803.5600000000001,3,370,267.85333333333335,2011-01-19T09:13:00Z,2011-09-05T09:48:00Z
12423,1859.31,8,1339,232.41375,2010-12-21T10:54:00Z,2011-12-09T10:10:00Z
12424,1760.96,2,740,880.48,2011-06-30T12:06:00Z,2011-06-30T12:06:00Z
12425,777.2,1,496,777.2,2011-09-22T17:31:00Z,2011-09-22T17:31:00Z
12426,582.73,1,258,582.73,2011-05-29T12:26:00Z,2011-05-29T12:26:00Z
12427,825.8,3,533,275.26666666666665,2010-12-03T10:44:00Z,2011-11-18T08:56:00Z
12428,7956.46,9,3536,884.0511111111111,2011-03-01T09:33:00Z,2011-11-14T08:22:00Z
12429,3750.4,4,1557,937.6,2010-12-09T12:05:00Z,2011-11-30T17:22:00Z
12430,256.4,1,117,256.4,2011-10-27T15:09:00Z,2011-10-27T15:09:00Z
12431,6419.95,15,2908,427.99666666666667,2010-12-01T10:03:00Z,2011-11-04T11:55:00Z
12432,5059.32,5,1801,1011.8639999999999,2011-06-20T13:27:00Z,2011-10-28T11:43:00Z
12433,13375.87,7,11071,1910.8385714285716,2010-12-01T13:24:00Z,2011-12-09T10:02:00Z
12434,806.14,2,394,403.07,2011-03-24T13:05:00Z,2011-09-16T12:38:00Z
12435,7829.89,2,2055,3914.945,2011-03-17T07:40:00Z,2011-09-21T09:06:00Z
12436,509.01000000000005,1,211,509.01000000000005,2011-09-01T12:09:00Z,2011-09-01T12:09:00Z
12437,4951.41,18,2923,275.0783333333333,2011-01-12T14:13:00Z,2011-12-08T11:35:00Z
12438,2906.85,2,1180,1453.425,2011-07-22T13:29:00Z,2011-11-25T13:28:00Z
12441,173.55,1,121,173.55,2010-12-08T10:45:00Z,2010-12-08T10:45:00Z
12442,172.06,1,182,172.06,2011-12-06T14:22:00Z,2011-12-06T14:22:00Z
12444,5005.46,5,1155,1001.092,2011-06-21T14:00:00Z,2011-11-18T13:23:00Z
12445,133.4,1,62,133.4,2011-11-17T18:43:00Z,2011-11-17T18:43:00Z
12446,1002.3100000000001,1,352,1002.3100000000001,2011-10-13T12:50:00Z,2011-10-13T12:50:00Z
12447,476.49,1,190,476.49,2011-04-10T13:25:00Z,2011-04-10T13:25:00Z
12448,449.45,1,243,449.45,2011-10-26T13:46:00Z,2011-10-26T13:46:00Z
12449,4067.29,4,1553,1016.8225,2011-06-05T15:37:00Z,2011-11-17T13:46:00Z
12450,197.88,2,128,98.94,2011-06-19T14:36:00Z,2011-07-06T14:41:00Z
12451,9035.52,5,6575,1807.104,2011-01-19T09:05:00Z,2011-11-29T08:40:00Z
12452,430.57,2,185,215.285,2011-11-23T08:05:00Z,2011-11-23T10:28:00Z
12453,707.09,1,473,707.09,2011-07-28T14:08:00Z,2011-07-28T14:08:00Z
12454,3528.34,1,1006,3528.34,2011-10-14T17:13:00Z,2011-10-14T17:13:00Z
12455,2466.86,6,2089,411.1433333333334,2011-02-16T09:56:00Z,2011-09-27T15:31:00Z
12456,3181.04,3,1633,1060.3466666666666,2011-03-30T09:12:00Z,2011-10-26T14:41:00Z
12457,2363.23,7,844,337.6042857142857,2011-04-14T18:57:00Z,2011-10-04T13:13:00Z
12458,947.4,2,506,473.7,2011-02-28T10:55:00Z,2011-09-29T15:25:00Z
12461,826.88,2,287,413.44,2011-07-08T10:23:00Z,2011-09-06T16:57:00Z
12462,1189.59,2,536,594.795,2011-02-09T14:44:00Z,2011-11-21T09:11:00Z
12463,1344.78,4,776,336.195,2011-04-12T12:47:00Z,2011-10-17T13:44:00Z
12464,1212.05,8,112,151.50625,2011-02-03T13:30:00Z,2011-11-29T13:33:00Z
12465,742.1899999999999,2,479,371.09499999999997,2011-06-23T13:37:00Z,2011-11-22T16:34:00Z
12468,729.5400000000001,2,366,364.77000000000004,2011-01-27T13:29:00Z,2011-06-05T11:36:00Z
12471,19788.649999999998,30,8200,659.6216666666666,2010-12-10T09:35:00Z,2011-12-07T15:43:00Z
12472,6572.11,7,4148,938.8728571428571,2010-12-05T14:19:00Z,2011-11-07T14:01:00Z
12473,3928.05,5,2414,785.61,2011-06-01T10:15:00Z,2011-11-10T13:46:00Z
12474,7324.09,18,4833,406.8938888888889,2011-01-14T10:06:00Z,2011-11-22T14:39:00Z
12475,723.38,1,535,723.38,2011-10-17T10:10:00Z,2011-10-17T10:10:00Z
12476,6816.42,11,2408,619.6745454545454,2010-12-13T14:39:00Z,2011-11-24T12:40:00Z
12477,13219.74,6,3653,2203.29,2011-02-11T12:45:00Z,2011-11-17T09:51:00Z
12478,680.99,1,236,680.99,2011-12-06T09:56:00Z,2011-12-06T09:56:00Z
12479,527.2,1,385,527.2,2011-11-28T13:26:00Z,2011-11-28T13:26:00Z
12480,3281.63,4,1707,820.4075,2011-01-07T15:27:00Z,2011-11-11T14:52:00Z
12481,5579.82,10,3294,557.982,2010-12-09T10:13:00Z,2011-11-17T08:29:00Z
12483,2484.98,8,1110,310.6225,2011-01-04T14:20:00Z,2011-11-22T17:02:00Z
12484,4527.32,6,2187,754.5533333333333,2011-01-07T14:04:00Z,2011-11-07T11:37:00Z
12488,1298.66,3,529,432.8866666666667,2011-09-25T10:34:00Z,2011-11-30T08:50:00Z
12489,334.93,1,105,334.93,2011-01-07T13:13:00Z,2011-01-07T13:13:00Z
12490,5417.93,10,3064,541.793,2011-01-14T09:13:00Z,2011-12-04T16:07:00Z
12491,460.40000000000003,1,260,460.40000000000003,2011-11-01T12:18:00Z,2011-11-01T12:18:00Z
12492,263.21000000000004,2,192,131.60500000000002,2011-08-26T14:51:00Z,2011-10-07T15:15:00Z
12493,433.74,2,207,216.87,2011-05-26T14:53:00Z,2011-06-27T10:17:00Z
12494,1246.1000000000001,7,707,178.01428571428573,2010-12-09T11:31:00Z,2011-11-24T09:34:00Z
12497,1043.1,1,1236,1043.1,2011-09-19T12:29:00Z,2011-09-19T12:29:00Z
12498,403.70000000000005,3,159,134.5666666666667,2011-10-13T09:30:00Z,2011-11-18T12:53:00Z
12500,4257.82,11,2678,387.07454545454544,2011-01-10T09:48:00Z,2011-11-16T16:20:00Z
12501,2169.39,1,1783,2169.39,2011-01-07T12:28:00Z,2011-01-07T12:28:00Z
12502,3723.87,5,820,744.774,2011-02-03T10:41:00Z,2011-09-05T11:52:00Z
12504,482.04999999999995,2,90,241.02499999999998,2011-11-09T14:56:00Z,2011-11-21T16:02:00Z
12506,73.5,1,23,73.5,2011-04-21T08:54:00Z,2011-04-21T08:54:00Z
12507,1304.81,3,905,434.93666666666667,2011-02-14T09:24:00Z,2011-07-28T17:09:00Z
12508,397.88,2,271,198.94,2011-11-10T16:27:00Z,2011-11-13T15:37:00Z
12509,176.5,1,55,176.5,2011-02-28T14:45:00Z,2011-02-28T14:45:00Z
12510,982.5699999999999,2,353,491.28499999999997,2011-01-18T14:04:00Z,2011-07-20T10:15:00Z
12512,132.18,2,96,66.09,2011-10-04T14:53:00Z,2011-10-04T14:55:00Z
12513,612.29,1,462,612.29,2011-08-19T10:51:00Z,2011-08-19T10:51:00Z
12514,1017.68,1,440,1017.68,2011-03-17T16:38:00Z,2011-03-17T16:38:00Z
12515,383.7,1,131,383.7,2010-12-21T15:43:00Z,2010-12-21T15:43:00Z
12516,1312.06,2,875,656.03,2011-06-12T11:37:00Z,2011-09-23T09:13:00Z
12517,2481.6,5,1361,496.32,2011-06-02T15:13:00Z,2011-11-11T14:04:00Z
12518,2056.89,5,1318,411.378,2011-08-21T13:18:00Z,2011-12-09T10:13:00Z
12519,330.84,1,175,330.84,2011-10-07T09:26:00Z,2011-10-07T09:26:00Z
12520,2634.26,5,1439,526.8520000000001,2011-03-11T11:35:00Z,2011-09-21T15:23:00Z
12521,599.68,1,309,599.68,2011-07-20T10:51:00Z,2011-07-20T10:51:00Z
12522,192.72,2,194,96.36,2011-10-19T14:41:00Z,2011-10-31T15:30:00Z
12523,1789.77,11,865,162.70636363636365,2011-01-12T09:43:00Z,2011-11-20T12:55:00Z
12524,4485.72,8,3699,560.715,2011-01-10T10:35:00Z,2011-11-30T15:31:00Z
12526,1316.66,3,632,438.8866666666667,2011-09-06T14:19:00Z,2011-12-09T12:09:00Z
12527,348.71000000000004,3,234,116.23666666666668,2011-01-18T12:05:00Z,2011-09-19T11:55:00Z
12528,1933.48,6,756,322.24666666666667,2011-01-31T09:05:00Z,2011-11-30T14:40:00Z
12530,1662.28,4,913,415.57,2011-01-07T10:04:00Z,2011-10-11T12:34:00Z
12531,125.22,1,45,125.22,2011-11-25T11:12:00Z,2011-11-25T11:12:00Z
12532,349.83000000000004,1,153,349.83000000000004,2011-11-09T13:47:00Z,2011-11-09T13:47:00Z
12534,1089.18,1,651,1089.18,2011-08-01T10:26:00Z,2011-08-01T10:26:00Z
12535,716.35,2,219,358.175,2011-06-06T12:47:00Z,2011-09-09T08:48:00Z
12536,12601.83,3,2803,4200.61,2011-10-11T14:52:00Z,2011-10-27T14:20:00Z
12538,363.95,1,191,363.95,2011-11-10T17:16:00Z,2011-11-10T17:16:00Z
12539,5568.35,4,2067,1392.0875,2011-01-10T09:11:00Z,2011-11-17T13:30:00Z
12540,13400.24,17,6685,788.2494117647059,2010-12-13T09:39:00Z,2011-11-20T11:31:00Z
12541,981.18,3,680,327.06,2011-03-04T09:32:00Z,2011-11-10T10:40:00Z
12544,372.7,1,136,372.7,2011-11-03T16:15:00Z,2011-11-03T16:15:00Z
12545,1000.39,2,523,500.195,2011-03-25T12:04:00Z,2011-09-25T13:39:00Z
12546,1161.5,2,633,580.75,2011-09-23T09:44:00Z,2011-10-24T12:09:00Z
12547,207.79999999999998,2,134,103.89999999999999,2011-03-04T12:46:00Z,2011-05-26T12:38:00Z
12548,95.19999999999999,1,49,95.19999999999999,2011-06-26T15:35:00Z,2011-06-26T15:35:00Z
12550,964.83,1,569,964.83,2011-09-21T14:35:00Z,2011-09-21T14:35:00Z
12551,168,1,100,168,2010-12-17T11:23:00Z,2010-12-17T11:23:00Z
12552,437.82,2,88,218.91,2011-10-31T12:11:00Z,2011-11-01T10:02:00Z
12553,3692.28,10,1965,369.228,2011-01-14T10:42:00Z,2011-12-01T16:38:00Z
12556,599.56,2,355,299.78,2011-07-11T13:35:00Z,2011-10-20T13:06:00Z
12557,11990.960000000001,5,4384,2398.192,2010-12-03T12:20:00Z,2011-11-23T16:59:00Z
12558,269.96,1,196,269.96,2011-12-02T10:41:00Z,2011-12-02T10:41:00Z
12559,561.71,2,283,280.855,2011-01-24T10:12:00Z,2011-02-02T09:49:00Z
12560,2134.01,3,1110,711.3366666666667,2011-07-19T15:55:00Z,2011-12-04T13:54:00Z
12561,238.85,1,177,238.85,2011-02-10T11:39:00Z,2011-02-10T11:39:00Z
12562,3781.7400000000002,7,1779,540.2485714285715,2011-05-25T12:44:00Z,2011-12-01T17:20:00Z
12564,456.9,1,133,456.9,2011-03-23T14:55:00Z,2011-03-23T14:55:00Z
12565,145.92,1,80,145.92,2011-02-24T10:34:00Z,2011-02-24T10:34:00Z
12566,351.65,1,265,351.65,2011-09-14T14:30:00Z,2011-09-14T14:30:00Z
12567,9401.28,10,4305,940.128,2010-12-05T11:57:00Z,2011-11-17T11:02:00Z
12569,4124.69,32,1801,128.8965625,2011-04-01T13:47:00Z,2011-12-07T16:24:00Z
12571,519.61,2,523,259.805,2011-08-10T12:35:00Z,2011-10-31T10:19:00Z
12572,1020.42,2,452,510.21,2011-10-19T08:20:00Z,2011-12-01T09:20:00Z
12573,160.54,1,84,160.54,2011-04-26T15:52:00Z,2011-04-26T15:52:00Z
12574,218.45000000000002,1,61,218.45000000000002,2011-01-28T09:20:00Z,2011-01-28T09:20:00Z
12576,1315.83,5,967,263.166,2011-02-08T11:31:00Z,2011-11-04T10:11:00Z
12577,626.6,3,469,208.86666666666667,2010-12-15T16:21:00Z,2011-11-04T13:24:00Z
12578,2794.51,2,1196,1397.255,2011-01-13T15:34:00Z,2011-11-18T13:30:00Z
12579,440.42,1,285,440.42,2011-09-22T17:15:00Z,2011-09-22T17:15:00Z
12580,415.7,1,238,415.7,2011-04-07T10:24:00Z,2011-04-07T10:24:00Z
12581,197.71,1,161,197.71,2011-10-31T08:56:00Z,2011-10-31T08:56:00Z
12582,511.36,2,300,255.68,2011-02-24T11:42:00Z,2011-04-15T08:45:00Z
12583,7281.38,15,5060,485.42533333333336,2010-12-01T08:45:00Z,2011-12-07T08:07:00Z
12584,2338.15,9,416,259.7944444444445,2011-03-04T15:15:00Z,2011-12-06T09:35:00Z
12585,2040.1,2,1279,1020.05,2010-12-23T12:58:00Z,2011-04-19T13:39:00Z
12586,196.94000000000003,1,79,196.94000000000003,2011-11-22T16:24:00Z,2011-11-22T16:24:00Z
12587,144,1,51,144,2011-12-02T12:47:00Z,2011-12-02T12:47:00Z
12588,214.89999999999998,1,53,214.89999999999998,2011-10-31T15:01:00Z,2011-10-31T15:01:00Z
12589,646.68,2,306,323.34,2011-07-18T12:05:00Z,2011-11-11T10:19:00Z
12590,9864.26,2,4283,4932.13,2011-05-12T14:46:00Z,2011-05-12T14:52:00Z
12591,452.85,1,228,452.85,2011-01-26T14:35:00Z,2011-01-26T14:35:00Z
12592,437.6,2,290,218.8,2011-05-10T13:44:00Z,2011-09-08T15:04:00Z
12593,418.09999999999997,3,206,139.36666666666665,2011-05-05T09:29:00Z,2011-08-23T12:43:00Z
12594,3338.2200000000003,10,1777,333.822,2011-01-21T09:52:00Z,2011-11-02T12:20:00Z
12596,618.27,2,474,309.135,2011-04-11T13:22:00Z,2011-10-19T13:02:00Z
12597,3811.22,4,2236,952.805,2011-03-16T14:00:00Z,2011-11-20T13:33:00Z
12598,3023.08,8,1964,377.885,2011-02-28T11:58:00Z,2011-11-30T12:18:00Z
12599,1032.58,7,956,147.51142857142855,2011-02-08T13:28:00Z,2011-11-10T13:34:00Z
12600,2599.04,10,774,259.904,2010-12-03T12:57:00Z,2011-11-11T10:29:00Z
12601,577.0600000000001,5,245,115.412,2011-01-11T10:38:00Z,2011-06-03T10:17:00Z
12602,153.12,1,162,153.12,2011-10-12T11:22:00Z,2011-10-12T11:22:00Z
12603,739.1999999999999,1,64,739.1999999999999,2011-11-18T10:42:00Z,2011-11-18T10:42:00Z
12604,254.18,2,201,127.09,2011-03-23T12:06:00Z,2011-09-21T14:08:00Z
12607,1579.51,1,1228,1579.51,2011-10-10T16:06:00Z,2011-10-10T16:06:00Z
12609,1126.85,3,648,375.6166666666666,2011-01-25T15:13:00Z,2011-09-22T16:34:00Z
12610,2099.54,5,1049,419.908,2011-08-05T13:52:00Z,2011-11-17T09:34:00Z
12611,1193.32,1,846,1193.32,2011-10-18T13:12:00Z,2011-10-18T13:12:00Z
12612,704.0400000000001,1,262,704.0400000000001,2011-09-26T15:35:00Z,2011-09-26T15:35:00Z
12613,3344.38,5,1644,668.876,2011-03-22T15:42:00Z,2011-10-13T14:59:00Z
12614,315.6,1,76,315.6,2011-03-07T10:22:00Z,2011-03-07T10:22:00Z
12615,2291.19,4,1376,572.7975,2011-06-24T13:35:00Z,2011-12-07T15:02:00Z
12616,713.3,2,284,356.65,2011-02-15T14:17:00Z,2011-09-05T15:17:00Z
12617,352.98,1,210,352.98,2011-11-10T14:39:00Z,2011-11-10T14:39:00Z
12618,177.31,1,96,177.31,2011-11-18T11:10:00Z,2011-11-18T11:10:00Z
12619,3641.24,9,3378,404.5822222222222,2011-03-31T13:10:00Z,2011-11-23T14:52:00Z
12620,1339.41,3,1181,446.47,2011-05-19T12:10:00Z,2011-11-25T10:20:00Z
12621,13689.67,20,7440,684.4835,2010-12-09T10:16:00Z,2011-12-08T11:25:00Z
12622,180.1,1,69,180.1,2011-04-21T16:39:00Z,2011-04-21T16:39:00Z
12623,305.1,1,191,305.1,2011-03-08T13:50:00Z,2011-03-08T13:50:00Z
12624,641.13,2,355,320.565,2011-06-15T12:34:00Z,2011-08-25T15:04:00Z
12625,2683.82,2,1612,1341.91,2011-01-24T13:27:00Z,2011-05-12T09:54:00Z
12626,6620.48,9,3453,735.6088888888888,2011-01-17T11:01:00Z,2011-11-16T16:06:00Z
12627,4478.53,7,2752,639.79,2011-07-22T13:59:00Z,2011-11-29T12:07:00Z
12628,786.46,3,448,262.15333333333336,2011-10-06T09:28:00Z,2011-12-05T13:15:00Z
12630,1270.88,2,548,635.44,2011-10-27T10:41:00Z,2011-11-30T10:48:00Z
12631,640.5,1,236,640.5,2011-10-13T13:53:00Z,2011-10-13T13:53:00Z
12633,2163.98,4,1162,540.995,2011-02-25T08:44:00Z,2011-10-12T11:40:00Z
12635,1689.18,2,1172,844.59,2011-07-08T08:43:00Z,2011-09-11T11:04:00Z
12637,6002.9,8,2994,750.3625,2011-01-20T10:47:00Z,2011-10-03T13:46:00Z
12638,671.69,1,577,671.69,2011-11-06T13:11:00Z,2011-11-06T13:11:00Z
12639,486.1,1,201,486.1,2011-04-15T12:48:00Z,2011-04-15T12:48:00Z
12640,1174.58,3,311,391.52666666666664,2011-09-19T12:01:00Z,2011-11-16T11:52:00Z
12641,185.9,1,72,185.9,2011-08-16T13:26:00Z,2011-08-16T13:26:00Z
12642,1013.26,3,552,337.75333333333333,2011-08-24T09:23:00Z,2011-11-14T15:03:00Z
12643,3344.64,6,1808,557.4399999999999,2011-01-11T11:48:00Z,2011-08-03T12:56:00Z
12644,477.91,1,325,477.91,2011-08-02T10:33:00Z,2011-08-02T10:33:00Z
12645,1775.18,4,1084,443.795,2011-01-27T13:08:00Z,2011-11-06T12:38:00Z
12646,1346.97,2,897,673.485,2011-10-21T12:52:00Z,2011-12-05T10:14:00Z
12647,3722.82,12,1432,310.235,2010-12-05T14:02:00Z,2011-11-17T12:56:00Z
12648,318.05,1,160,318.05,2011-07-08T11:55:00Z,2011-07-08T11:55:00Z
12649,623.51,3,586,207.83666666666667,2011-05-11T14:37:00Z,2011-08-24T14:41:00Z
12650,314.44,1,254,314.44,2011-12-06T16:34:00Z,2011-12-06T16:34:00Z
12651,114,1,78,114,2011-01-09T12:46:00Z,2011-01-09T12:46:00Z
12652,919.98,1,505,919.98,2011-01-12T15:00:00Z,2011-01-12T15:00:00Z
12653,2209.85,2,919,1104.925,2011-02-16T10:53:00Z,2011-07-14T10:41:00Z
12654,601.98,5,264,120.396,2011-02-17T13:16:00Z,2011-11-29T10:10:00Z
12656,4051.17,5,1723,810.234,2011-04-20T09:20:00Z,2011-11-22T13:42:00Z
12657,1643.18,4,1044,410.795,2011-09-22T11:40:00Z,2011-11-28T15:47:00Z
12658,686.05,1,320,686.05,2011-11-21T10:22:00Z,2011-11-21T10:22:00Z
12659,91.68,1,105,91.68,2011-11-10T11:53:00Z,2011-11-10T11:53:00Z
12660,245.1,1,127,245.1,2011-11-28T13:26:00Z,2011-11-28T13:26:00Z
12662,3849.78,11,2058,349.98,2010-12-01T13:04:00Z,2011-12-09T11:59:00Z
12664,4881.88,9,1203,542.4311111111111,2011-01-21T11:42:00Z,2011-12-01T17:07:00Z
12665,63,1,37,63,2011-01-19T08:34:00Z,2011-01-19T08:34:00Z
12667,620.13,1,395,620.13,2011-10-12T17:00:00Z,2011-10-12T17:00:00Z
12668,3807.15,4,1634,951.7875,2010-12-19T12:46:00Z,2011-11-28T10:56:00Z
12669,2744.0299999999997,3,1115,914.6766666666666,2011-03-28T10:15:00Z,2011-07-12T09:54:00Z
12670,2996.05,5,1397,599.21,2011-04-21T10:16:00Z,2011-11-29T15:23:00Z
12672,225.9,1,78,225.9,2011-01-14T09:20:00Z,2011-01-14T09:20:00Z
12673,610.52,2,351,305.26,2011-01-17T11:46:00Z,2011-12-04T13:55:00Z
12674,1970.6,4,1133,492.65,2011-05-16T09:10:00Z,2011-11-01T12:12:00Z
12676,1331.39,6,670,221.89833333333334,2011-02-01T15:41:00Z,2011-11-15T12:25:00Z
12678,17628.46,12,10923,1469.0383333333332,2010-12-21T11:00:00Z,2011-10-28T13:04:00Z
12679,1113.02,4,554,278.255,2011-03-01T12:26:00Z,2011-10-12T12:30:00Z
12680,862.81,4,443,215.7025,2011-08-18T15:44:00Z,2011-12-09T12:50:00Z
12681,13787.54,22,7536,626.7063636363637,2010-12-07T10:08:00Z,2011-11-25T11:33:00Z
12682,12279.82,31,5555,396.1232258064516,2010-12-03T13:59:00Z,2011-12-06T10:00:00Z
12683,8476.57,15,4987,565.1046666666666,2010-12-09T10:37:00Z,2011-12-05T16:31:00Z
12684,2283.63,7,1985,326.23285714285714,2011-05-10T12:55:00Z,2011-12-02T09:53:00Z
12685,2863.08,6,1523,477.18,2011-09-07T10:28:00Z,2011-11-11T13:46:00Z
12686,89.14,1,107,89.14,2010-12-03T09:51:00Z,2010-12-03T09:51:00Z
12688,4873.81,1,3028,4873.81,2011-08-18T08:49:00Z,2011-08-18T08:49:00Z
12689,1247.61,2,628,623.805,2011-08-04T10:04:00Z,2011-11-14T08:31:00Z
12690,389.01,1,106,389.01,2011-05-18T09:09:00Z,2011-05-18T09:09:00Z
12691,1035.8,6,394,172.63333333333333,2010-12-17T14:46:00Z,2011-11-11T16:49:00Z
12693,855.91,4,255,213.9775,2011-01-24T12:58:00Z,2011-08-04T17:51:00Z
12694,869.67,2,509,434.835,2011-06-09T17:48:00Z,2011-09-30T13:06:00Z
12695,582.1,4,220,145.525,2011-05-13T13:15:00Z,2011-12-02T13:22:00Z
12697,957.59,3,508,319.19666666666666,2011-06-23T15:44:00Z,2011-11-11T08:47:00Z
12700,4939.99,4,2967,1234.9975,2011-05-08T16:10:00Z,2011-12-02T10:47:00Z
12701,797.71,2,678,398.855,2011-04-11T13:02:00Z,2011-09-21T10:47:00Z
12702,219,1,53,219,2011-11-20T10:36:00Z,2011-11-20T10:36:00Z
12703,283.55,1,164,283.55,2011-09-29T17:52:00Z,2011-09-29T17:52:00Z
12704,2340.84,8,1006,292.605,2011-06-23T10:20:00Z,2011-12-02T13:15:00Z
12705,6868.29,9,3997,763.1433333333333,2010-12-17T15:58:00Z,2011-11-24T13:17:00Z
12707,603.42,1,256,603.42,2011-02-21T08:38:00Z,2011-02-21T08:38:00Z
